authors,original_publication_year,original_title,title,average_rating,ratings_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url
Lori Lansens,2005,The Girls,The Girls,3.79,16201,377,1168,4640,7583,4357,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Janet Evanovich,2016,Turbo Twenty-Three,"Turbo Twenty-Three (Stephanie Plum, #23)",3.75,15021,291,1624,7442,8110,5681,https://images.gr-assets.com/books/1453745203m/28686830.jpg
Sandra Brown,1999,The Alibi,The Alibi,4.03,17729,177,707,4254,7586,6730,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Wiley Cash,2012,A Land More Kind Than Home,A Land More Kind Than Home,3.84,15318,311,902,4603,7969,4361,https://images.gr-assets.com/books/1332536334m/12408149.jpg
Ann M. Martin,1986,Kristy's Great Idea,"Kristy's Great Idea (The Baby-Sitters Club, #1)",3.94,21952,616,1473,5790,6114,9193,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Roland Smith,2012,,"Shatterproof (The 39 Clues: Cahills vs. Vespers, #4)",4.17,17887,306,712,3463,4758,8930,https://images.gr-assets.com/books/1331078007m/12107920.jpg
Sheri  Fink,2013,,Five Days at Memorial: Life and Death in a Storm-Ravaged Hospital,3.87,15344,356,1108,4001,6810,5021,https://images.gr-assets.com/books/1380120962m/17704902.jpg
"Henning Mankell, Steven T. Murray",1996,Den femte kvinnan,"The Fifth Woman (Kurt Wallander, #6)",4.02,16094,210,564,3567,8339,5701,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Sarah Vowell,2008,The Wordy Shipmates,The Wordy Shipmates,3.66,17541,470,1568,5652,7337,3759,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"Guy de Maupassant, Douglas Parmée",1885,Bel-Ami,Bel-Ami,3.81,17016,344,1409,5574,7916,5509,https://images.gr-assets.com/books/1366389912m/780581.jpg
Norman Maclean,1976,A River Runs Through It and Other Stories,A River Runs Through It and Other Stories,4.17,16501,211,655,2972,6343,7935,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"María Dueñas, Daniel Hahn",2009,El tiempo entre costuras,The Time in Between,4.04,10166,252,861,3367,7395,6595,https://images.gr-assets.com/books/1319148738m/10836813.jpg
Toni Morrison,1997,,Paradise,3.77,17524,685,1415,4877,6688,5414,https://images.gr-assets.com/books/1327935897m/5198.jpg
William Gibson,1996,Idoru,Idoru (Bridge #2),3.78,16099,147,1003,5421,7423,3939,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Kristan Higgins,2013,The Best Man,"The Best Man (Blue Heron, #1)",3.93,18998,629,1001,4553,7774,7020,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Diana Wynne Jones,1990,Castle in the Air,"Castle in the Air (Howl's Moving Castle, #2)",3.93,22964,175,1119,6799,11091,7586,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Jude Watson,2011,A King's Ransom,"A King's Ransom (The 39 Clues: Cahills vs. Vespers, #2)",4.14,18168,332,739,3602,5110,8686,https://images.gr-assets.com/books/1329085934m/10706120.jpg
Deborah Blum,2010,The Poisoner's Handbook: Murder and the Birth of Forensic Medicine in Jazz Age New York,The Poisoner's Handbook: Murder and the Birth of Forensic Medicine in Jazz Age New York,4,18997,455,886,4030,7784,7068,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Penelope Ward,2016,RoomHate,RoomHate,4.07,21136,555,1378,4529,9143,10721,https://images.gr-assets.com/books/1453991440m/27083865.jpg
Elizabeth Scott,2008,Living Dead Girl,Living Dead Girl,3.83,22014,819,1845,5781,7976,7906,https://images.gr-assets.com/books/1314272108m/2954411.jpg
"Anonymous, Ananda Maitreya, Thich Nhat Hanh, Balangoda Ananda Maitreya Maitreya",-500,धर्मपद [Dhammapada],The Dhammapada,4.29,12639,213,516,2436,4866,9083,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Kristen Ashley,2012,Law Man,"Law Man (Dream Man, #3)",4.33,33220,211,745,4303,12340,18256,https://images.gr-assets.com/books/1327911077m/13412515.jpg
Kathy Reichs,2000,Deadly Décisions,"Deadly Decisions (Temperance Brennan, #3)",3.93,21646,135,865,6562,10221,6935,https://images.gr-assets.com/books/1452313887m/128754.jpg
Brené Brown,2015,Rising Strong,Rising Strong,4.19,22022,506,922,3320,8037,11134,https://images.gr-assets.com/books/1428641002m/23317538.jpg
Alan Bradley,2013,Speaking from Among the Bones,"Speaking from Among the Bones (Flavia de Luce, #5)",4.17,21892,242,540,3474,10822,9469,https://images.gr-assets.com/books/1344371922m/13642963.jpg
"James Patterson, Maxine Paetro",2009,Swimsuit,Swimsuit,3.63,18462,707,1907,6321,6749,4768,https://images.gr-assets.com/books/1344268075m/5551522.jpg
Elisabeth Elliot,1956,Through Gates of Splendor,Through Gates of Splendor,4.38,16487,162,337,1951,4938,9674,https://images.gr-assets.com/books/1406510855m/56634.jpg
Tarryn Fisher,2012,Dirty Red,"Dirty Red (Love Me with Lies, #2)",4.22,26888,281,868,3864,9830,12284,https://images.gr-assets.com/books/1364298887m/15832316.jpg
Holly Black,2015,The Darkest Part of the Forest,The Darkest Part of the Forest,3.91,22992,491,1487,5577,10166,7777,https://images.gr-assets.com/books/1397755014m/20958632.jpg
Susan Elizabeth Phillips,1998,Dream a Little Dream,"Dream a Little Dream (Chicago Stars, #4)",4.18,24117,174,704,4437,9459,11064,https://images.gr-assets.com/books/1308818689m/73095.jpg
"خالد الخميسي, Khaled Al Khamissi",2006,تاكسي: حواديت المشاوير,تاكسي: حواديت المشاوير,3.68,11981,439,1139,4102,5416,3125,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Gail Tsukiyama,1994,The Samurai's Garden,The Samurai's Garden,4.12,17024,145,558,3152,7152,6767,https://images.gr-assets.com/books/1327876036m/51113.jpg
Sally   Thorne,2016,The Hating Game,The Hating Game,4.24,21426,432,1049,3720,9290,14111,https://images.gr-assets.com/books/1467138679m/25883848.jpg
Julia Heaberlin,2015,Black-Eyed Susans,Black-Eyed Susans,3.78,14886,383,1134,4866,8273,4194,https://images.gr-assets.com/books/1431975016m/23746004.jpg
Penny Reid,2013,Neanderthal Seeks Human,"Neanderthal Seeks Human (Knitting in the City, #1)",3.96,29612,811,1635,6111,10828,10564,https://images.gr-assets.com/books/1364347894m/17673307.jpg
"Scott Westerfeld, Keith Thompson",2011,Goliath,"Goliath (Leviathan, #3)",4.25,23911,167,559,3594,9438,11633,https://images.gr-assets.com/books/1299808712m/9918083.jpg
"Akira Amano, JN Productions, Frances E. Wall",2004,家庭教師ヒットマンREBORN! 1,"Reborn! Vol. 01: Reborn Arrives! (Reborn!, #1)",4.22,15102,397,750,2404,3362,8530,https://images.gr-assets.com/books/1383918162m/824763.jpg
Karin Slaughter,2012,Criminal,"Criminal (Will Trent, #6)",4.21,18592,171,522,3134,8309,9126,https://images.gr-assets.com/books/1334414049m/12922320.jpg
Tom Clancy,2000,The Bear and the Dragon,"The Bear and the Dragon (Jack Ryan Universe, #11)",3.79,18399,414,1400,5479,7608,5289,https://images.gr-assets.com/books/1361933747m/19687.jpg
Sue Grafton,2013,W is for Wasted,"W is for Wasted (Kinsey Millhone, #23)",3.86,17357,267,963,5789,9555,5528,https://images.gr-assets.com/books/1367622462m/17707605.jpg
Alton Brown,2002,I'm Just Here for the Food: Food + Heat = Cooking,I'm Just Here for the Food: Food + Heat = Cooking,4.21,15870,277,525,2514,5550,7841,https://images.gr-assets.com/books/1473385712m/101249.jpg
James Herriot,1976,Vets Might Fly and Vet in a Spin,All Things Wise and Wonderful,4.39,20524,109,245,2467,7537,11956,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Sherrilyn Kenyon,2005,Sins of the Night,Sins of the Night (Dark-Hunter #7),4.18,28341,130,890,5620,10622,13205,https://images.gr-assets.com/books/1317065358m/84135.jpg
Beth Revis,2013,Shades of Earth,"Shades of Earth (Across the Universe, #3)",4.11,24612,445,1146,4734,9221,11293,https://images.gr-assets.com/books/1346494567m/10345937.jpg
Ursula K. Le Guin,1990,Tehanu,"Tehanu (Earthsea Cycle, #4)",3.89,19503,375,1435,5643,8668,7086,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Amy Tintera,2013,Reboot,"Reboot (Reboot, #1)",3.92,23300,502,1494,5622,10225,7976,https://images.gr-assets.com/books/1350931774m/13517455.jpg
Carrie Brownstein,2015,Hunger Makes Me a Modern Girl,Hunger Makes Me a Modern Girl,3.88,17102,366,960,4257,7936,5065,https://images.gr-assets.com/books/1435507354m/25065629.jpg
Jon Meacham,2012,Thomas Jefferson: The Art of Power,Thomas Jefferson: The Art of Power,3.99,18546,692,843,3518,7755,7045,https://images.gr-assets.com/books/1342043615m/13533740.jpg
Agatha Christie,1936,Murder in Mesopotamia,"Murder in Mesopotamia (Hercule Poirot, #14)",3.86,21207,108,957,7300,9946,6181,https://images.gr-assets.com/books/1308808558m/16360.jpg
Iain M. Banks,1996,Excession,"Excession (Culture, #5)",4.19,16330,104,544,3026,7117,8042,https://images.gr-assets.com/books/1288930712m/12013.jpg
Pearl Cleage,1997,What Looks Like Crazy on an Ordinary Day,"What Looks Like Crazy on an Ordinary Day (Idlewild, #1)",3.7,17853,359,1568,5728,6439,4350,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Sue Grafton,1990,G is for Gumshoe,"G is for Gumshoe (Kinsey Millhone, #7)",3.9,22311,69,631,7360,10467,6237,https://images.gr-assets.com/books/1315138148m/257990.jpg
David Baldacci,2013,King & Maxwell,"King and Maxwell (Sean King & Michelle Maxwell, #6)",4.03,14491,132,643,4106,8871,6344,https://images.gr-assets.com/books/1379456669m/17333431.jpg
Irvin D. Yalom,1989,Love's Executioner & Other Tales of Psychotherapy,Love's Executioner and Other Tales of Psychotherapy,4.18,14013,237,547,2468,5725,7157,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Trudi Canavan,2009,The Magician's Apprentice,"The Magician's Apprentice (Black Magician, #0.5)",3.94,17128,325,1049,4419,7005,6291,https://images.gr-assets.com/books/1344264805m/3342764.jpg
Steven Erikson,2007,Reaper's Gale,"Reaper's Gale (The Malazan Book of the Fallen, #7)",4.34,16539,98,328,2179,6949,9739,https://images.gr-assets.com/books/1403011403m/459064.jpg
Frank E. Peretti,1999,The Visitation,The Visitation,3.91,16142,347,1125,4049,5683,5803,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"Joe Hill, Gabriel Rodríguez",2010,Crown of Shadows,"Locke & Key, Vol. 3: Crown of Shadows",4.41,19683,121,262,1942,7404,11626,https://images.gr-assets.com/books/1377306494m/7202841.jpg
The Arbinger Institute,2000,Leadership and Self Deception: Getting Out of the Box,Leadership and Self-Deception: Getting Out of the Box,4.11,13531,303,717,2684,5249,6753,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"Arthur C. Clarke, Gentry Lee",1991,"The Garden of Rama (Rama, #3)","The Garden of Rama (Rama, #3)",3.76,16389,439,1425,5008,6079,4901,https://images.gr-assets.com/books/1375814957m/112518.jpg
Lisa Kleypas,2008,,"Blue-Eyed Devil (Travises, #2)",4.21,25508,247,872,4225,9712,12425,https://images.gr-assets.com/books/1311990880m/1756703.jpg
Graham Greene,1958,Our Man in Havana,Our Man in Havana,3.94,15460,83,647,4277,8698,4729,https://images.gr-assets.com/books/1327926887m/133394.jpg
"Scott Snyder, Jock, Francesco Francavilla, Jared K. Fletcher, Sal Cipriano, David   Baron",2011,Batman: The Black Mirror,Batman: The Black Mirror,4.29,15625,183,466,2226,5070,8421,https://images.gr-assets.com/books/1503127212m/10889279.jpg
"James Patterson, Marshall Karp",2011,Kill Me If You Can,Kill Me If You Can,4,16879,287,773,3982,7122,6452,https://images.gr-assets.com/books/1344263782m/9682816.jpg
Darren Shan,2003,"Killers of the Dawn (Cirque Du Freak, #9)","Killers of the Dawn (Cirque Du Freak, #9)",4.22,18194,146,658,3231,6353,9399,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Corrie ten Boom,1974,Tramp for the Lord,Tramp for the Lord,4.47,16680,117,262,1717,4353,10528,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"Laura Joffe Numeroff, Felicia Bond",2000,If You Take a Mouse to the Movies,If You Take a Mouse to the Movies,4.16,17938,252,853,3460,4893,8832,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"Laurell K. Hamilton, Laural Merlington",2007,A Lick of Frost,"A Lick of Frost (Merry Gentry, #6)",4.12,24148,372,1379,4999,8487,12154,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"Orson Scott Card, James Cameron",1989,The Abyss,The Abyss,4.06,16318,137,495,3626,6248,5986,https://images.gr-assets.com/books/1225165505m/40289.jpg
Paula Brackston,1991,The Book of Shadows,"The Witch's Daughter (The Witch's Daughter, #1)",3.54,17694,621,2198,7280,7554,3783,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"Katarina Bivald, Alice Menzies",2013,Läsarna i Broken Wheel rekommenderar,The Readers of Broken Wheel Recommend,3.56,14571,591,2076,6815,7816,3588,https://images.gr-assets.com/books/1452107441m/25573977.jpg
Dennis Lehane,2012,Live by Night,"Live by Night (Coughlin, #2)",3.89,14275,219,858,4098,7770,4577,https://images.gr-assets.com/books/1334590418m/13083008.jpg
Amy Plum,2012,Until I Die,"Until I Die (Revenants, #2)",4.17,24203,341,1035,4255,8127,11607,https://images.gr-assets.com/books/1335240840m/12908877.jpg
"Richard Dawkins, Dave McKean",2011,The Magic of Reality: How We Know What's Really True,The Magic of Reality: How We Know What's Really True,4.04,14511,499,790,3094,5908,6776,https://images.gr-assets.com/books/1327883246m/11256979.jpg
"Karen Kingsbury, Gary Smalley",2002,Remember,"Remember (Redemption, #2)",4.41,16303,106,363,1846,4788,9882,https://images.gr-assets.com/books/1406506306m/35332.jpg
James Patterson,2013,"Alex Cross, Run","Alex Cross, Run (Alex Cross, #20)",4.03,14434,139,584,4227,7954,6403,https://images.gr-assets.com/books/1343360404m/13521299.jpg
Christian Lander,2008,Stuff White People Like: the Definitive Guide to the Unique Taste of Millions,Stuff White People Like: A Definitive Guide to the Unique Taste of Millions,3.76,15888,414,1294,4620,5603,4473,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Nora Roberts,2014,Blood Magick,"Blood Magick (The Cousins O'Dwyer Trilogy, #3)",4.06,14167,258,1146,4523,7238,8974,https://images.gr-assets.com/books/1458263077m/18754961.jpg
Stephen R. Donaldson,1977,The Power That Preserves,"The Power That Preserves (The Chronicles of Thomas Covenant the Unbeliever, #3)",3.99,18594,494,1038,3911,7492,7343,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Marian Keyes,2009,The Brightest Star in the Sky,The Brightest Star in the Sky,3.65,17413,605,1780,6051,6778,4535,https://images.gr-assets.com/books/1268685823m/6539596.jpg
Heather Dixon,2011,Entwined,Entwined,3.87,28950,776,2219,7258,10297,9986,https://images.gr-assets.com/books/1279037245m/8428195.jpg
Rachel Dratch,2012,,"Girl Walks into a Bar . . .: Comedy Calamities, Dating Disasters, and a Midlife Miracle",3.57,16604,610,1779,5769,5927,3547,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Gabriel García Márquez,1961,El coronel no tiene quien le escriba,El coronel no tiene quien le escriba,3.71,13206,401,1406,5821,7380,4242,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
J.M. Coetzee,1980,Waiting for the Barbarians,Waiting for the Barbarians,3.94,14830,297,1039,3894,7429,5794,https://images.gr-assets.com/books/1330879044m/6194.jpg
Willy Lindwer,1988,The Last Seven Months of Anne Frank,The Last Seven Months of Anne Frank,4.34,15096,284,333,1807,4417,8534,https://images.gr-assets.com/books/1320487142m/769212.jpg
Walter Isaacson,2014,"The Innovators: How a Group of Inventors, Hackers, Geniuses and Geeks Created the Digital Revolution","The Innovators: How a Group of  Hackers, Geniuses and Geeks Created the Digital Revolution",4.03,14890,481,693,2882,6481,6273,https://images.gr-assets.com/books/1410191571m/21856367.jpg
Deborah Rodriguez,2007,Kabul Beauty School: An American Woman Goes Behind the Veil,Kabul Beauty School: An American Woman Goes Behind the Veil,3.63,17002,414,1735,6198,6994,3831,https://images.gr-assets.com/books/1320448527m/316558.jpg
Ernest Hemingway,1937,To Have and Have Not,To Have and Have Not,3.57,16074,469,1917,6388,6719,3477,https://images.gr-assets.com/books/1400886825m/4630.jpg
Ken Follett,2001,Jackdaws,Jackdaws,3.91,17489,167,863,5131,8680,5541,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
محمد السالم,2013,,حبيبتي بكماء,3.3,12690,2522,2008,2414,1917,4578,https://images.gr-assets.com/books/1377064343m/18363068.jpg
Neal Stephenson,2004,The System of the World,"The System of the World (The Baroque Cycle, #3)",4.3,16106,129,454,2187,6167,8836,https://images.gr-assets.com/books/1407712273m/116257.jpg
Ben Mikaelsen,1997,Touching Spirit Bear,"Touching Spirit Bear (Spirit Bear, #1)",3.85,17706,725,1400,4201,6249,6275,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Rachel Kushner,2013,The Flamethrowers,The Flamethrowers,3.46,13225,811,2029,4423,4827,2852,https://images.gr-assets.com/books/1387146199m/15803141.jpg
Jeaniene Frost,2013,Twice Tempted,"Twice Tempted (Night Prince, #2)",4.3,26598,153,640,3892,10605,14451,https://images.gr-assets.com/books/1352947741m/13125234.jpg
Deborah Feldman,2012,,Unorthodox: The Scandalous Rejection of My Hasidic Roots,3.67,8516,433,1345,4754,5991,3440,https://images.gr-assets.com/books/1336676500m/13547241.jpg
Kiera Cass,2014,The Selection Stories: The Prince & The Guard,"The Selection Stories: The Prince & The Guard (The Selection, #0.5, 2.5)",4.03,23695,319,1346,5813,7983,10135,https://images.gr-assets.com/books/1380214609m/18172471.jpg
Gary Vaynerchuk,2009,Crush It!: Why Now Is the Time to Cash in on Your Passion,Crush It!: Why Now Is the Time to Cash In on Your Passion,3.85,17271,536,1405,4310,5641,6034,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Alastair Reynolds,2003,Redemption Ark,Redemption Ark,4.13,16484,83,398,3008,8167,6403,https://images.gr-assets.com/books/1309206851m/89190.jpg
Steve Berry,2007,The Venetian Betrayal,"The Venetian Betrayal (Cotton Malone, #3)",3.94,18403,195,786,4737,8330,5786,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
T.S. Eliot,1963,Collected Poems 1909-1962,"Collected Poems, 1909-1962",4.29,17192,162,483,2510,5491,9122,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Lloyd C. Douglas,1942,The Robe,The Robe,4.2,18903,167,605,3310,6569,8829,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
